CODE	CODE2	DISPLAY	SYSTEM	VALIDCODE	ACCPDX	ASTERISK	IM
V53.09	V5309	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V53.1	V531	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V53.10	V5310	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V53.11	V5311	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V53.12	V5312	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V53.13	V5313	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V53.14	V5314	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V53.18	V5318	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V53.19	V5319	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V53.2	V532	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V53.20	V5320	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V53.21	V5321	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V53.22	V5322	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V53.23	V5323	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V53.24	V5324	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V53.28	V5328	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V53.29	V5329	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V53.3	V533	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V53.30	V5330	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V53.31	V5331	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V53.32	V5332	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V53.33	V5333	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V53.34	V5334	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V53.38	V5338	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V53.39	V5339	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V53.4	V534	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting	ICD10_2010_IM	1	Y	0	0
V53.40	V5340	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V53.41	V5341	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V53.42	V5342	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting While working for income	ICD10_2010_IM	1	N	0	0
V53.43	V5343	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V53.44	V5344	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V53.48	V5348	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V53.49	V5349	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting During unspecified activity	ICD10_2010_IM	1	N	0	0
V53.5	V535	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident	ICD10_2010_IM	1	Y	0	0
V53.50	V5350	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V53.51	V5351	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V53.52	V5352	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident While working for income	ICD10_2010_IM	1	N	0	0
V53.53	V5353	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V53.54	V5354	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V53.58	V5358	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V53.59	V5359	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V53.6	V536	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident	ICD10_2010_IM	1	Y	0	0
V53.60	V5360	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V53.61	V5361	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V53.62	V5362	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident While working for income	ICD10_2010_IM	1	N	0	0
V53.63	V5363	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V53.64	V5364	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V53.68	V5368	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V53.69	V5369	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V53.7	V537	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident	ICD10_2010_IM	1	Y	0	0
V53.70	V5370	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V53.71	V5371	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V53.72	V5372	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident While working for income	ICD10_2010_IM	1	N	0	0
V53.73	V5373	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V53.74	V5374	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V53.78	V5378	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V53.79	V5379	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V53.9	V539	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident	ICD10_2010_IM	1	Y	0	0
V53.90	V5390	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V53.91	V5391	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V53.92	V5392	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident While working for income	ICD10_2010_IM	1	N	0	0
V53.93	V5393	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V53.94	V5394	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V53.98	V5398	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V53.99	V5399	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V54	V54	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus	ICD10_2010_IM	0	Y	0	0
V54.0	V540	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V54.00	V5400	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.01	V5401	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.02	V5402	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V54.03	V5403	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.04	V5404	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.08	V5408	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.09	V5409	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V54.1	V541	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V54.10	V5410	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.11	V5411	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.12	V5412	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V54.13	V5413	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.14	V5414	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.18	V5418	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.19	V5419	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V54.2	V542	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V54.20	V5420	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.21	V5421	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.22	V5422	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V54.23	V5423	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.24	V5424	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.28	V5428	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.29	V5429	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V54.3	V543	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V54.30	V5430	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.31	V5431	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.32	V5432	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V54.33	V5433	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.34	V5434	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.38	V5438	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.39	V5439	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V54.4	V544	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting	ICD10_2010_IM	1	Y	0	0
V54.40	V5440	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.41	V5441	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.42	V5442	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting While working for income	ICD10_2010_IM	1	N	0	0
V54.43	V5443	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.44	V5444	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.48	V5448	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.49	V5449	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting During unspecified activity	ICD10_2010_IM	1	N	0	0
V54.5	V545	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident	ICD10_2010_IM	1	Y	0	0
V54.50	V5450	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.51	V5451	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.52	V5452	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident While working for income	ICD10_2010_IM	1	N	0	0
V54.53	V5453	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.54	V5454	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.58	V5458	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.59	V5459	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V54.6	V546	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident	ICD10_2010_IM	1	Y	0	0
V54.60	V5460	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.61	V5461	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.62	V5462	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident While working for income	ICD10_2010_IM	1	N	0	0
V54.63	V5463	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.64	V5464	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.68	V5468	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.69	V5469	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V54.7	V547	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident	ICD10_2010_IM	1	Y	0	0
V54.70	V5470	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.71	V5471	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.72	V5472	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident While working for income	ICD10_2010_IM	1	N	0	0
V54.73	V5473	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.74	V5474	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.78	V5478	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.79	V5479	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V54.9	V549	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident	ICD10_2010_IM	1	Y	0	0
V54.90	V5490	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V54.91	V5491	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V54.92	V5492	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident While working for income	ICD10_2010_IM	1	N	0	0
V54.93	V5493	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V54.94	V5494	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V54.98	V5498	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V54.99	V5499	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V55	V55	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle	ICD10_2010_IM	0	Y	0	0
V55.0	V550	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V55.00	V5500	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V55.01	V5501	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V55.02	V5502	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V55.03	V5503	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V55.04	V5504	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V55.08	V5508	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V55.09	V5509	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V55.1	V551	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V55.10	V5510	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V55.11	V5511	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V55.12	V5512	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V55.13	V5513	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V55.14	V5514	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V55.18	V5518	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V55.19	V5519	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
V55.2	V552	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident	ICD10_2010_IM	1	Y	0	0
V55.20	V5520	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident While engaged in sports activity	ICD10_2010_IM	1	N	0	0
V55.21	V5521	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident While engaged in leisure activity	ICD10_2010_IM	1	N	0	0
V55.22	V5522	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident While working for income	ICD10_2010_IM	1	N	0	0
V55.23	V5523	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident While engaged in other types of work	ICD10_2010_IM	1	N	0	0
V55.24	V5524	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident While resting, sleeping, eating or engaging in other vital activities	ICD10_2010_IM	1	N	0	0
V55.28	V5528	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident While engaged in other specified activities	ICD10_2010_IM	1	N	0	0
V55.29	V5529	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident During unspecified activity	ICD10_2010_IM	1	N	0	0
